email_id,sender_domain,email_body,phishing_label
EM-0452,secure-login-update.net,Security alert #452: unusual sign-in detected in region 3. Reset your banking PIN now before funds are locked.,Phishing
EM-0453,invoice-pay-center.biz,Congratulations! Prize code WIN-453 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0454,university.edu,IT ticket #1454 resolved. Your laptop patch KB-54 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0455,university.edu,"Hi team, sprint 12 review is scheduled for Monday at 5pm in conference room F. Agenda attached.",Legitimate
EM-0456,invoice-pay-center.biz,Invoice INV-8456 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0457,invoice-pay-center.biz,Security alert #457: unusual sign-in detected in region 8. Reset your banking PIN now before funds are locked.,Phishing
EM-0458,invoice-pay-center.biz,Congratulations! Prize code WIN-458 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0459,hr-portal.org,IT ticket #1459 resolved. Your laptop patch KB-59 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0460,shop-retail.com,"Hi team, sprint 5 review is scheduled for Monday at 10pm in conference room E. Agenda attached.",Legitimate
EM-0461,secure-login-update.net,Invoice INV-8461 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0462,bank-verify-now.io,Security alert #462: unusual sign-in detected in region 4. Reset your banking PIN now before funds are locked.,Phishing
EM-0463,hr-portal.org,Project kickoff notes for initiative P-463 are in /shared/projects/13. Please review action items by EOD.,Legitimate
EM-0464,hr-portal.org,IT ticket #1464 resolved. Your laptop patch KB-64 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0465,shop-retail.com,"Hi team, sprint 10 review is scheduled for Monday at 4pm in conference room D. Agenda attached.",Legitimate
EM-0466,university.edu,Your order #48466 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0467,account-alert-secure.com,Security alert #467: unusual sign-in detected in region 9. Reset your banking PIN now before funds are locked.,Phishing
EM-0468,university.edu,Project kickoff notes for initiative P-468 are in /shared/projects/18. Please review action items by EOD.,Legitimate
EM-0469,hr-portal.org,IT ticket #1469 resolved. Your laptop patch KB-69 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0470,account-alert-secure.com,URGENT EM-0470: Account user-470 suspended in 1 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0471,secure-login-update.net,Invoice INV-8471 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0472,bank-verify-now.io,Security alert #472: unusual sign-in detected in region 5. Reset your banking PIN now before funds are locked.,Phishing
EM-0473,account-alert-secure.com,Congratulations! Prize code WIN-473 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0474,account-alert-secure.com,Mailbox 474: Your subscription payment failed. Update billing at bank-verify-now.io within 7 hours or lose access.,Phishing
EM-0475,shop-retail.com,"Hi team, sprint 8 review is scheduled for Monday at 3pm in conference room B. Agenda attached.",Legitimate
EM-0476,company.com,Your order #48476 has shipped via route 16. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0477,hr-portal.org,Reminder REF-477: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0478,shop-retail.com,Project kickoff notes for initiative P-478 are in /shared/projects/28. Please review action items by EOD.,Legitimate
EM-0479,shop-retail.com,IT ticket #1479 resolved. Your laptop patch KB-79 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0480,account-alert-secure.com,URGENT EM-0480: Account user-480 suspended in 11 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0481,secure-login-update.net,Invoice INV-8481 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0482,account-alert-secure.com,Security alert #482: unusual sign-in detected in region 6. Reset your banking PIN now before funds are locked.,Phishing
EM-0483,company.com,Project kickoff notes for initiative P-483 are in /shared/projects/33. Please review action items by EOD.,Legitimate
EM-0484,secure-login-update.net,Mailbox 484: Your subscription payment failed. Update billing at bank-verify-now.io within 5 hours or lose access.,Phishing
EM-0485,account-alert-secure.com,URGENT EM-0485: Account user-485 suspended in 16 hours. Verify credentials at secure-login-update.net immediately.,Phishing
EM-0486,shop-retail.com,Your order #48486 has shipped via route 6. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0487,company.com,Reminder REF-487: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0488,invoice-pay-center.biz,Congratulations! Prize code WIN-488 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0489,university.edu,IT ticket #1489 resolved. Your laptop patch KB-89 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0490,company.com,"Hi team, sprint 11 review is scheduled for Monday at 7pm in conference room E. Agenda attached.",Legitimate
EM-0491,shop-retail.com,Your order #48491 has shipped via route 11. Track delivery in your account dashboard. Thank you for your purchase.,Legitimate
EM-0492,bank-verify-now.io,Security alert #492: unusual sign-in detected in region 7. Reset your banking PIN now before funds are locked.,Phishing
EM-0493,account-alert-secure.com,Congratulations! Prize code WIN-493 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0494,invoice-pay-center.biz,Mailbox 494: Your subscription payment failed. Update billing at bank-verify-now.io within 3 hours or lose access.,Phishing
EM-0495,university.edu,"Hi team, sprint 4 review is scheduled for Monday at 1pm in conference room D. Agenda attached.",Legitimate
EM-0496,invoice-pay-center.biz,Invoice INV-8496 is overdue. Confirm your password on invoice-pay-center.biz to avoid legal action by Tuesday.,Phishing
EM-0497,shop-retail.com,Reminder REF-497: annual benefits enrollment closes Wednesday. Visit the HR portal to update your selections.,Legitimate
EM-0498,account-alert-secure.com,Congratulations! Prize code WIN-498 expires in 5 hours. Provide card details at account-alert-secure.com to claim.,Phishing
EM-0499,shop-retail.com,IT ticket #1499 resolved. Your laptop patch KB-99 installed successfully. Contact helpdesk with questions.,Legitimate
EM-0500,company.com,"Hi team, sprint 9 review is scheduled for Monday at 6pm in conference room C. Agenda attached.",Legitimate
